-9.065192434847171, -44.34976568682047
-9.061766112748762, -44.36219261696824
-9.073839399558324, -44.35566434395315
-,-
-9.211060923576369, -44.44199478879008
-9.076144451430212, -44.363374532311354
-9.062307282579939, -44.36549564395349
-9.070740503071892, -44.36690217463968
-9.079804186253673, -44.37062237649033
-9.36124849065337, -44.529189514411165
-9.072027066224818, -44.362389805326046
-9.072835461157972, -44.35117129792385
-9.169750710537066, -44.40194730833758
-9.081786560010245, -44.35841802464951
-,-
-8.97667161044772, -44.316290752252456
-,-
-,-
-,-
-,-
-9.062179443860284, -44.357727411514965
-9.072316387887032, -44.360934545803715
-9.056200654794198, -44.37716806114741
